name,label,trend_risk,sleeve_risk,sleeve_weight,adx_min,adx_max,spread_min,streak_min,streak_max,total_return,max_drawdown,sharpe,final_equity,y2022,y2023,y2024,y2025,target_hit
cost1.25,tr1.25_sr0.020_w0.27_adx30-35_sp0.30_st4-7,1.25,0.02,0.27,30,35,0.3,4,7,8.710291991039341,-0.15635506826526557,2.102805456323839,97102.91991039341,0.033413008949962464,2.6075164396443893,1.0558129727996959,0.26789926687433363,False
cost1.25,tr1.25_sr0.020_w0.30_adx30-35_sp0.30_st4-7,1.25,0.02,0.3,30,35,0.3,4,7,8.492066689219351,-0.15675595420295674,2.099604628734673,94920.6668921935,0.05031352255045163,2.4964414166957667,1.035472922456957,0.27074991717655483,True
cost1.25,tr1.25_sr0.023_w0.27_adx30-35_sp0.30_st4-7,1.25,0.023,0.27,30,35,0.3,4,7,8.888705471847603,-0.16107312454400657,2.095503928435389,98887.05471847602,0.05112807491413007,2.6069040224822313,1.0500515055714783,0.27320237701510974,True
cost1.25,tr1.25_sr0.023_w0.30_adx30-35_sp0.30_st4-7,1.25,0.023,0.3,30,35,0.3,4,7,8.690303890117422,-0.16205652786602343,2.08910557864157,96903.03890117422,0.06999692917730416,2.4978162622674396,1.0293704721047177,0.2767344176494151,True
cost1.25,tr1.50_sr0.020_w0.27_adx30-35_sp0.30_st4-7,1.5,0.02,0.27,30,35,0.3,4,7,9.264921197216841,-0.15351371744352393,2.117037855425386,102649.21197216841,0.029209753943187478,2.6270667445491016,1.1040034400940724,0.3080727734690287,False
cost1.25,tr1.50_sr0.020_w0.30_adx30-35_sp0.30_st4-7,1.5,0.02,0.3,30,35,0.3,4,7,9.023902914321075,-0.15472599429984146,2.1133541145813344,100239.02914321075,0.04628300405080621,2.5144544868710925,1.0824077264072458,0.3101952631361591,False
cost1.25,tr1.50_sr0.023_w0.27_adx30-35_sp0.30_st4-7,1.5,0.023,0.27,30,35,0.3,4,7,9.443334678025103,-0.15896109160871386,2.1095304183091956,104433.34678025103,0.046924819907355086,2.626121056955414,1.097444892199495,0.31270350161888727,False
cost1.25,tr1.50_sr0.023_w0.30_adx30-35_sp0.30_st4-7,1.5,0.023,0.3,30,35,0.3,4,7,9.222140115219146,-0.1608585029764278,2.102726124820113,102221.40115219147,0.06596641067765896,2.515501913829146,1.075431029645236,0.3154299256084896,True
