run_time,live_start,live_end,total_return,benchmark_return,excess_return,max_drawdown,sharpe,information_ratio,num_trades,final_equity,y2025,y2026
2026-03-08 08:44 UTC,2025-04-12,2026-03-08,0.664596,-0.192493,0.857089,-0.186076,2.098484,1.742927,217,16645.96,0.619296,0.027975
